23010.0,34,1,6476,40.86,27069.0,3,8310.0,11039.0,9931.0,0.0,0.0,0.0,6458.0,10828.0,7574.0,7384.0,10933.0,8752.0,5.22,1.2
23010.0,34,1,6546,39.89,25892.0,3,8095.0,11154.0,9304.0,0.0,0.0,0.0,5751.0,9383.0,8099.0,6923.0,10268.0,8701.0,5.19,1.2
23010.0,34,1,6602,38.56,26261.0,3,8191.0,11055.0,9131.0,0.0,0.0,0.0,6367.0,9605.0,8174.0,7279.0,10330.0,8652.0,5.19,1.21
23010.0,35,1,6248,49.61,28718.0,3,8749.0,11707.0,9113.0,0.0,0.0,0.0,7673.0,10192.0,10003.0,8211.0,10949.0,9558.0,5.17,1.22
23010.0,35,1,6282,50.33,29252.0,3,8811.0,10613.0,8715.0,0.0,0.0,0.0,8859.0,11638.0,9870.0,8835.0,11125.0,9292.0,5.24,1.23
23010.0,35,1,6366,39.1,25543.0,3,8185.0,10225.0,10146.0,0.0,0.0,0.0,5278.0,10223.0,7030.0,6731.0,10224.0,8588.0,5.19,1.19
23010.0,35,1,6424,39.02,25847.0,3,7794.0,9875.0,10124.0,0.0,0.0,0.0,6482.0,10117.0,7303.0,7138.0,9996.0,8713.0,5.26,1.21
23010.0,36,1,6120,49.1,28357.0,3,8871.0,11874.0,9668.0,0.0,0.0,0.0,6518.0,10190.0,9594.0,7694.0,11032.0,9631.0,5.17,1.2
23010.0,36,1,6149,49.54,29072.0,3,9215.0,11851.0,8909.0,0.0,0.0,0.0,7551.0,10717.0,9902.0,8383.0,11284.0,9405.0,5.16,1.23
23010.0,36,1,6194,49.97,29214.0,3,8850.0,11640.0,9099.0,0.0,0.0,0.0,7309.0,11493.0,10039.0,8079.0,11566.0,9569.0,5.2,1.22
