0.0,32,1,3389,51.3,1926.0,2,1159.0,884.0,0.0,0.0,1055.0,754.0,1107.0,819.0,2.43
0.0,32,1,3451,51.12,2338.0,2,1252.0,907.0,0.0,0.0,1476.0,1041.0,1364.0,974.0,2.45
0.0,33,1,3523,45.86,1689.0,2,1026.0,737.0,0.0,0.0,963.0,653.0,994.0,695.0,2.44
0.0,33,1,3598,43.02,1805.0,2,1199.0,826.0,0.0,0.0,962.0,624.0,1080.0,725.0,2.43
0.0,33,1,3647,40.43,2108.0,2,1201.0,824.0,0.0,0.0,1293.0,898.0,1247.0,861.0,2.45
0.0,34,1,3712,40.39,1900.0,2,1289.0,893.0,0.0,0.0,917.0,701.0,1103.0,797.0,2.42
0.0,34,1,3787,42.52,1988.0,2,1225.0,886.0,0.0,0.0,1054.0,812.0,1139.0,849.0,2.43
0.0,34,1,3834,45.04,1950.0,2,1238.0,843.0,0.0,0.0,1122.0,698.0,1180.0,770.0,2.43
0.0,35,1,3886,46.08,2115.0,2,1295.0,967.0,0.0,0.0,1172.0,797.0,1233.0,882.0,2.71
0.0,30,1,2888,53.14,1875.0,2,1235.0,811.0,0.0,0.0,963.0,742.0,1099.0,776.0,2.43
0.0,30,1,2931,50.44,1910.0,2,1158.0,874.0,0.0,0.0,1022.0,767.0,1090.0,820.0,2.43
0.0,30,1,2959,52.56,2188.0,2,1123.0,845.0,0.0,0.0,1412.0,997.0,1267.0,921.0,2.44
0.0,30,1,3013,41.04,1825.0,2,1160.0,829.0,0.0,0.0,1006.0,655.0,1083.0,742.0,2.42
0.0,31,1,3084,51.84,2206.0,2,1189.0,840.0,0.0,0.0,1387.0,996.0,1288.0,918.0,2.45
0.0,31,1,3220,52.52,2182.0,2,1240.0,842.0,0.0,0.0,1371.0,913.0,1305.0,877.0,2.44
