1140,32,1,3389,51.3,1926,2,1159,884,0,0,1055,754,1107,819,2.43
1140,32,1,3451,51.12,2338,2,1252,907,0,0,1476,1041,1364,974,2.45
1140,33,1,3523,45.86,1690,2,1026,737,0,0,963,653,994.5,695,2.44
1140,33,1,3598,43.02,1806,2,1199,826,0,0,962,624,1080.5,725,2.43
1140,33,1,3647,40.43,2108,2,1201,824,0,0,1293,898,1247,861,2.45
1140,34,1,3712,40.39,1900,2,1289,893,0,0,917,701,1103,797,2.42
1140,34,1,3787,42.52,1989,2,1225,886,0,0,1054,812,1139.5,849,2.43
1140,34,1,3834,45.04,1951,2,1238,843,0,0,1122,698,1180,770.5,2.43
1140,35,1,3886,46.08,2116,2,1295,967,0,0,1172,797,1233.5,882,2.71
1140,30,1,2888,53.14,1876,2,1235,811,0,0,963,742,1099,776.5,2.43
1140,30,1,2931,50.44,1911,2,1158,874,0,0,1022,767,1090,820.5,2.43
1140,30,1,2959,52.56,2189,2,1123,845,0,0,1412,997,1267.5,921,2.44
1140,30,1,3013,41.04,1825,2,1160,829,0,0,1006,655,1083,742,2.42
1140,31,1,3084,51.84,2206,2,1189,840,0,0,1387,996,1288,918,2.45
1140,31,1,3220,52.52,2183,2,1240,842,0,0,1371,913,1305.5,877.5,2.44
