;===========Speed = 80============
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 683, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
;===========Speed = 50============
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 683, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
;===========Speed = 70============
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 683, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
;===========Speed = 40============
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 683, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
;===========Speed = 60============
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 
717, 717, 717, 717, 717, 717, 717, 683, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
654, 654, 654, 654, 654, 654, 654, 654, 654, 654, 
